date,county,state,vehicle_primary_use,battery_electric_vehicles_bevs_,plug_in_hybrid_electric_vehicles_phevs_,electric_vehicle_ev_total,non_electric_vehicles,total_vehicles,percent_electric_vehicles,index
2020-09-30T00:00:00.000,Clark,WA,Truck,0,0,0,82863,82863,0,302
2020-07-31T00:00:00.000,Clallam,WA,Truck,1,0,1,21699,21700,0.004608295,303
2020-07-31T00:00:00.000,Contra Costa,CA,Passenger,4,2,6,323,329,1.823708207,304
2020-07-31T00:00:00.000,Deschutes,OR,Passenger,2,0,2,127,129,1.550387597,305
2020-07-31T00:00:00.000,Douglas,WA,Passenger,75,41,116,28057,28173,0.411741739,306
2020-07-31T00:00:00.000,Ferry,WA,Truck,0,0,0,3566,3566,0,307
2020-07-31T00:00:00.000,Frederick,MD,Passenger,1,1,2,76,78,2.564102564,308
2020-06-30T00:00:00.000,Travis,TX,Passenger,2,1,3,173,176,1.704545455,309
2020-06-30T00:00:00.000,Virginia Beach,VA,Passenger,1,0,1,664,665,0.15037594,310
2020-06-30T00:00:00.000,Whitman,WA,Passenger,44,48,92,22143,22235,0.413762087,311
2020-06-30T00:00:00.000,Yakima,WA,Truck,0,0,0,59903,59903,0,312
2020-07-31T00:00:00.000,Alameda,CA,Passenger,2,0,2,262,264,0.757575758,313
2020-07-31T00:00:00.000,Arlington,VA,Passenger,0,2,2,146,148,1.351351351,314
2020-07-31T00:00:00.000,Boone,MO,Passenger,0,1,1,11,12,8.333333333,315
2020-07-31T00:00:00.000,Boulder,CO,Passenger,0,1,1,43,44,2.272727273,316
2020-05-31T00:00:00.000,Lee,FL,Passenger,1,0,1,45,46,2.173913043,317
2020-05-31T00:00:00.000,Lincoln,WA,Passenger,4,12,16,7647,7663,0.208795511,318
2020-05-31T00:00:00.000,Loudoun,VA,Passenger,1,0,1,88,89,1.123595506,319
2020-05-31T00:00:00.000,Montgomery,PA,Passenger,1,0,1,30,31,3.225806452,320
2020-05-31T00:00:00.000,Pacific,WA,Passenger,31,33,64,15706,15770,0.405833862,321
2020-05-31T00:00:00.000,Pend Oreille,WA,Passenger,7,6,13,9217,9230,0.14084507,322
2020-07-31T00:00:00.000,Lincoln,WA,Truck,0,0,0,4661,4661,0,323
2020-07-31T00:00:00.000,Loudoun,VA,Passenger,1,0,1,83,84,1.19047619,324
2020-07-31T00:00:00.000,Montgomery,AL,Passenger,0,1,1,39,40,2.5,325
2020-07-31T00:00:00.000,New London,CT,Passenger,1,2,3,249,252,1.19047619,326
2020-07-31T00:00:00.000,Orange,CA,Passenger,7,2,9,485,494,1.821862348,327
2020-06-30T00:00:00.000,Benton,WA,Passenger,359,321,680,134252,134932,0.503957549,328
2020-06-30T00:00:00.000,Boone,MO,Passenger,0,1,1,11,12,8.333333333,329
2020-06-30T00:00:00.000,Boulder,CO,Passenger,0,1,1,42,43,2.325581395,330
2020-06-30T00:00:00.000,Broward,FL,Passenger,2,1,3,106,109,2.752293578,331
2020-06-30T00:00:00.000,Bucks,PA,Passenger,1,0,1,19,20,5,332
2020-06-30T00:00:00.000,Cape May,NJ,Passenger,0,1,1,13,14,7.142857143,333
2020-06-30T00:00:00.000,Cascade,MT,Passenger,0,1,1,56,57,1.754385965,334
2020-06-30T00:00:00.000,Clallam,WA,Passenger,228,168,396,50100,50496,0.784220532,335
2020-06-30T00:00:00.000,Cowlitz,WA,Truck,0,0,0,28872,28872,0,336
2020-06-30T00:00:00.000,Dakota,MN,Passenger,0,1,1,31,32,3.125,337
2020-06-30T00:00:00.000,DeKalb,IN,Passenger,1,0,1,1,2,50,338
2020-05-31T00:00:00.000,Kootenai,ID,Passenger,1,0,1,213,214,0.46728972,339
2020-05-31T00:00:00.000,Lewis,WA,Passenger,99,108,207,58244,58451,0.354142786,340
2020-05-31T00:00:00.000,Mason,WA,Passenger,157,137,294,47193,47487,0.619116811,341
2020-05-31T00:00:00.000,Mason,WA,Truck,0,0,0,20509,20509,0,342
2020-05-31T00:00:00.000,Newport,RI,Passenger,1,0,1,84,85,1.176470588,343
2020-05-31T00:00:00.000,Norfolk,VA,Passenger,2,2,4,352,356,1.123595506,344
2020-05-31T00:00:00.000,Nueces,TX,Passenger,1,0,1,78,79,1.265822785,345
2020-07-31T00:00:00.000,Harrison,MS,Passenger,1,0,1,54,55,1.818181818,346
2020-07-31T00:00:00.000,Klickitat,WA,Passenger,56,43,99,15115,15214,0.650716445,347
2020-07-31T00:00:00.000,Lake,IL,Passenger,1,0,1,169,170,0.588235294,348
2020-09-30T00:00:00.000,Denver,CO,Passenger,1,0,1,110,111,0.900900901,349
2020-09-30T00:00:00.000,Deschutes,OR,Passenger,1,0,1,122,123,0.81300813,350
2020-09-30T00:00:00.000,Douglas,WA,Passenger,79,45,124,28048,28172,0.440153344,351
2020-09-30T00:00:00.000,Douglas,WA,Truck,0,0,0,12379,12379,0,352
2020-09-30T00:00:00.000,El Dorado,CA,Passenger,1,0,1,34,35,2.857142857,353
2020-09-30T00:00:00.000,Frederick,MD,Passenger,1,1,2,73,75,2.666666667,354
2020-09-30T00:00:00.000,Grant,WA,Passenger,67,80,147,65588,65735,0.223625162,355
2020-09-30T00:00:00.000,Gwinnett,GA,Passenger,1,0,1,73,74,1.351351351,356
2020-07-31T00:00:00.000,Bradley,TN,Passenger,1,0,1,3,4,25,357
2020-07-31T00:00:00.000,Bucks,PA,Passenger,1,0,1,20,21,4.761904762,358
2020-07-31T00:00:00.000,Camden,NJ,Passenger,0,1,1,22,23,4.347826087,359
2020-07-31T00:00:00.000,Cape May,NJ,Passenger,0,1,1,13,14,7.142857143,360
2020-07-31T00:00:00.000,Charles,MD,Passenger,1,1,2,75,77,2.597402597,361
2020-07-31T00:00:00.000,Charleston,SC,Passenger,2,0,2,98,100,2,362
2020-07-31T00:00:00.000,Clark,NV,Passenger,2,3,5,671,676,0.73964497,363
2020-07-31T00:00:00.000,Clay,FL,Passenger,0,1,1,82,83,1.204819277,364
2020-07-31T00:00:00.000,Douglas,WA,Truck,0,0,0,12351,12351,0,365
2020-07-31T00:00:00.000,DuPage,IL,Passenger,3,0,3,56,59,5.084745763,366
2020-07-31T00:00:00.000,Duval,FL,Passenger,0,2,2,363,365,0.547945205,367
2020-09-30T00:00:00.000,Juneau,AK,Passenger,0,1,1,28,29,3.448275862,368
2020-09-30T00:00:00.000,Lake,FL,Passenger,1,0,1,23,24,4.166666667,369
2020-09-30T00:00:00.000,Maui,HI,Passenger,1,0,1,29,30,3.333333333,370
2020-07-31T00:00:00.000,Manassas,VA,Passenger,0,1,1,4,5,20,371
2020-07-31T00:00:00.000,Maricopa,AZ,Passenger,5,7,12,1368,1380,0.869565217,372
2020-07-31T00:00:00.000,Maui,HI,Passenger,1,0,1,32,33,3.03030303,373
2020-07-31T00:00:00.000,Prince George's,MD,Passenger,1,1,2,154,156,1.282051282,374
2020-05-31T00:00:00.000,Pinal,AZ,Passenger,1,0,1,183,184,0.543478261,375
2020-05-31T00:00:00.000,Prince William,VA,Passenger,2,3,5,221,226,2.212389381,376
2020-05-31T00:00:00.000,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50,377
2020-05-31T00:00:00.000,Skamania,WA,Passenger,30,16,46,8527,8573,0.536568296,378
2020-05-31T00:00:00.000,Solano,CA,Passenger,1,0,1,213,214,0.46728972,379
2020-05-31T00:00:00.000,Tulsa,OK,Passenger,1,1,2,43,45,4.444444444,380
2020-05-31T00:00:00.000,Utah,UT,Passenger,0,1,1,129,130,0.769230769,381
2020-05-31T00:00:00.000,Whatcom,WA,Passenger,1061,497,1558,149330,150888,1.032553947,382
2020-06-30T00:00:00.000,Fairfax,VA,Passenger,4,3,7,734,741,0.944669366,383
2020-06-30T00:00:00.000,Howard,MD,Passenger,0,1,1,72,73,1.369863014,384
2020-06-30T00:00:00.000,Island,WA,Truck,1,0,1,21216,21217,0.004713202,385
2020-06-30T00:00:00.000,Kitsap,WA,Passenger,1331,686,2017,179842,181859,1.109101007,386
2020-06-30T00:00:00.000,Klickitat,WA,Truck,0,0,0,8102,8102,0,387
2020-04-30T00:00:00.000,Pacific,WA,Passenger,30,34,64,15840,15904,0.402414487,388
2020-04-30T00:00:00.000,Pierce,WA,Truck,0,0,0,141154,141154,0,389
2020-04-30T00:00:00.000,Pinellas,FL,Passenger,1,1,2,107,109,1.834862385,390
2020-04-30T00:00:00.000,Polk,FL,Passenger,1,0,1,66,67,1.492537313,391
2020-04-30T00:00:00.000,Powhatan,VA,Passenger,1,0,1,0,1,100,392
2020-04-30T00:00:00.000,Richmond,GA,Passenger,0,1,1,92,93,1.075268817,393
2020-04-30T00:00:00.000,San Mateo,CA,Passenger,0,1,1,114,115,0.869565217,394
2020-04-30T00:00:00.000,Shasta,CA,Passenger,1,0,1,37,38,2.631578947,395
2020-04-30T00:00:00.000,Skagit,WA,Truck,1,0,1,32389,32390,0.003087373,396
2020-04-30T00:00:00.000,Spokane,WA,Truck,1,0,1,97410,97411,0.001026578,397
2020-04-30T00:00:00.000,Stevens,WA,Passenger,33,33,66,30966,31032,0.212683681,398
2020-04-30T00:00:00.000,Stevens,WA,Truck,0,0,0,18613,18613,0,399
2020-04-30T00:00:00.000,Suffolk,MA,Passenger,0,2,2,36,38,5.263157895,400
2020-07-31T00:00:00.000,Richland,SC,Passenger,0,1,1,156,157,0.636942675,401
2020-07-31T00:00:00.000,Riverside,CA,Passenger,3,1,4,610,614,0.651465798,402
2020-07-31T00:00:00.000,Salt Lake,UT,Passenger,0,1,1,177,178,0.561797753,403
2020-07-31T00:00:00.000,San Juan,WA,Passenger,311,94,405,13959,14364,2.819548872,404
2020-07-31T00:00:00.000,San Juan,WA,Truck,0,0,0,5842,5842,0,405
2020-07-31T00:00:00.000,Solano,CA,Passenger,1,0,1,214,215,0.465116279,406
2020-07-31T00:00:00.000,Stafford,VA,Passenger,1,1,2,88,90,2.222222222,407
2020-07-31T00:00:00.000,Sumter,FL,Passenger,0,1,1,9,10,10,408
2020-07-31T00:00:00.000,Thurston,WA,Truck,0,0,0,55907,55907,0,409
2020-06-30T00:00:00.000,Allegheny,PA,Passenger,1,0,1,68,69,1.449275362,410
2020-06-30T00:00:00.000,Bell,TX,Passenger,0,1,1,421,422,0.236966825,411
2020-06-30T00:00:00.000,Carson City,NV,Passenger,1,0,1,11,12,8.333333333,412
2020-09-30T00:00:00.000,New Haven,CT,Passenger,0,2,2,34,36,5.555555556,413
2020-09-30T00:00:00.000,Palm Beach,FL,Passenger,0,1,1,73,74,1.351351351,414
2020-09-30T00:00:00.000,Powhatan,VA,Passenger,1,0,1,0,1,100,415
2020-09-30T00:00:00.000,Richmond,GA,Passenger,0,1,1,87,88,1.136363636,416
2020-09-30T00:00:00.000,Rockingham,NH,Passenger,1,0,1,24,25,4,417
2020-09-30T00:00:00.000,Rogers,OK,Passenger,1,0,1,5,6,16.66666667,418
2020-09-30T00:00:00.000,San Diego,CA,Passenger,16,5,21,2769,2790,0.752688172,419
2020-08-31T00:00:00.000,Broward,FL,Passenger,2,1,3,105,108,2.777777778,420
2020-08-31T00:00:00.000,Cascade,MT,Passenger,0,1,1,56,57,1.754385965,421
2020-07-31T00:00:00.000,Randolph,NC,Passenger,1,0,1,8,9,11.11111111,422
2020-07-31T00:00:00.000,San Diego,CA,Passenger,15,5,20,2795,2815,0.710479574,423
2020-07-31T00:00:00.000,Sedgwick,KS,Passenger,1,1,2,93,95,2.105263158,424
2020-07-31T00:00:00.000,Thurston,WA,Passenger,1177,743,1920,197203,199123,0.96422814,425
2020-07-31T00:00:00.000,Washtenaw,MI,Passenger,1,0,1,32,33,3.03030303,426
2020-04-30T00:00:00.000,Tarrant,TX,Passenger,1,0,1,175,176,0.568181818,427
2020-04-30T00:00:00.000,Whatcom,WA,Truck,3,0,3,42838,42841,0.007002638,428
2020-05-31T00:00:00.000,Ada,ID,Passenger,0,1,1,267,268,0.373134328,429
2020-05-31T00:00:00.000,Alexandria,VA,Passenger,1,0,1,140,141,0.709219858,430
2020-05-31T00:00:00.000,Bartow,GA,Passenger,0,1,1,2,3,33.33333333,431
2020-07-31T00:00:00.000,Jefferson,WA,Passenger,249,142,391,24740,25131,1.55584736,432
2020-07-31T00:00:00.000,Kent,MI,Passenger,0,1,1,23,24,4.166666667,433
2020-07-31T00:00:00.000,Kitsap,WA,Truck,0,0,0,54159,54159,0,434
2020-07-31T00:00:00.000,Lewis,WA,Passenger,107,115,222,58140,58362,0.380384497,435
